MACHINE_ID,FAILURE,DAILY_PRODUCTION,MONTHLY_PRODUCTION,PROD_TARGET,REASON,MONTHS_IN_OPERATION,NEGATIVE_RATING,DAYS_OUT_OF_SERVICE,MACHINE_AGE,SENSOR_INQUIRIES,NUM_SENSORS,SENSOR_RATIO,INDUSTRY
101149,1,6000,18793,27750,TruckPr,6,0,3,119.7,0,8,,COMMERCIAL
893696,1,6000,179397,200000,CarProd,5,6,0,90.3,6,29,,GOVERNMENT
731801,1,6000,,95500,TruckPr,6,1,2,129.9,1,22,,COMMERCIAL
756497,0,6000,79046,103048,TruckPr,0,0,0,181.696538,0,32,37.28998992,Other
322158,0,6000,,53190,TruckPr,0,0,0,,0,0,15.174415,
402517,1,6000,,43683,TruckPr,,,,,,,21.93549881,Other
454666,0,6000,129731,154113,TruckPr,12,0,0,213.5333333,0,19,,GOVERNMENT
305186,0,6100,48500,62500,CarProd,7,,4,111.3,2,11,,COMMERCIAL
903947,0,6100,,47400,,,,,,,,,
202647,0,6100,91704,114799,TruckPr,22,0,0,129.2500896,1,12,36.74676624,FLEET
555370,0,6100,47604,54966,TruckPr,5,0,0,70.69532973,0,18,24.76674453,Other
757694,0,6100,,35250,TruckPr,,,,303,,12,,Other
249453,1,6100,62751,95617,TruckPr,1,0,0,138.6468632,1,13,31.75727069,Other
318377,0,6100,48300,53388,TruckPr,9,,,178.4896022,,19,26.72002818,FLEET
742160,0,6100,68743,65321,TruckPr,3,1,0,153.0667831,0,22,40.15052706,FARMING
34896,0,6100,79636,87276,TruckPr,20,0,0,350.4361376,0,47,28.84827658,Other
188611,0,6100,,46830,TruckPr,0,0,1,,0,0,13.30601308,
563801,0,6100,78753,95433,CarProd,0,,,,,,28.92511742,GOVERNMENT
974719,0,6100,77265,97944,CarProd,0,,,,,,28.87646306,GOVERNMENT
918952,0,6200,75657,84368,CarProd,4,0,0,122.244945,0,30,32.55254334,FARMING
958918,0,6200,171582,245730,CarProd,,0,0,135.1089303,0,22,39.78381813,FARMING
109559,0,6200,,33909,TruckPr,,,,,,,34.51740452,
761897,0,6200,46601,59486,TruckPr,5,0,0,84.63211066,0,18,25.35001036,Other
313147,0,6200,60354,87596,TruckPr,5,0,0,210.1730647,2,23,34.05481124,GOVERNMENT
922083,0,6200,45356,82054,CarProd,2,0,0,201.3344875,4,29,29.66171016,
964137,0,6200,,41657,TruckPr,,,,293.9587236,,11,30.19763073,Other
714428,1,6200,,,CarProd,3,,,80.5,2,17,,INDUSTRIAL
871508,0,6200,,80078,,,,,,,,25.37554416,
594844,1,6200,42100,57385,CarProd,8.5,0,1,164.8,1,28,,Other
129720,0,6200,70793,71552,TruckPr,3,2,0,162.9451569,0,23,40.31539659,FARMING
840694,0,6200,73881,98550,TruckPr,0,0,1,182.8787798,0,31,37.19944569,Other
461075,0,6200,45787,64854,CarProd,4,,1,63.11702323,,16,36.53874734,
192611,0,6200,75121,96462,CarProd,0,,,,,,27.16765596,GOVERNMENT
638888,0,6200,,51732,,,,,,,,12.32470709,
405142,0,6200,133882,155222,TruckPr,9,0,0,212.5376432,0,19,20.61678366,GOVERNMENT
436930,0,6200,75623,89634,TruckPr,24,0,0,324.6868294,0,47,28.2855321,Other
939593,0,6200,45564,61956,TruckPr,2,0,,101.1670603,,13,38.67514015,Other
682544,0,6300,99469,116260,TruckPr,23,0,0,124.7455955,1,12,35.64227011,FLEET
857557,0,6300,55000,69000,CarProd,13,0,0,130.0666667,0,20,,GOVERNMENT
73900,0,6300,,72890,TruckPr,1,0,0,41.25011359,0,3,39.19806822,FLEET
659073,0,6300,44226,57779,CarProd,7,,0,63.62641325,,16,33.11182911,
519016,0,6300,,39050,TruckPr,,,,294.4780476,,12,31.44775041,Other
818710,0,6300,78724,80355,TruckPr,24,0,0,335.0741426,1,46,31.1772613,Other
638211,1,6300,59793,98314,CarProd,2.2,0,0,120.7333333,0,8,,INDUSTRIAL
129196,1,6300,65875,76000,CarProd,0.8,2,0,84,1,12,,COMMERCIAL
913771,0,6300,45582,89005,CarProd,2,0,0,209.3580469,4,30,29.59595551,
131999,0,6300,92659,117352,TruckPr,6,0,0,199.0119272,0,27,26.52004952,GOVERNMENT
565686,0,6300,58052,70091,CarProd,9,0,4,153.7804385,1,30,21.71959598,GOVERNMENT
717008,0,6300,49498,64296,CarProd,6,,4,111.2065132,1,10,38.57713194,COMMERCIAL
484511,0,6300,79667,96988,CarProd,1,,,,,,29.83596072,GOVERNMENT
627224,1,6300,12476,32559,TruckPr,12,3,6,227.1299051,0,23,23.31951678,FLEET
923425,0,6300,69357,73726,TruckPr,3,2,0,163.2839332,1,22,42.40781425,FARMING
279035,0,6300,26655,29792,CarProd,1,1,0,12.75926745,10,6,28.36185178,Other
544174,1,6400,25144,45200,TruckPr,25,0,2,128,4,17,,Other
448357,0,6400,99131,125652,TruckPr,8,,,419.3751538,1,50,42.24492757,Other
154429,0,6400,76577,83200,CarProd,5,,,,,,22.05503421,
93562,0,6400,47251,58157,TruckPr,0,0,,104.7924684,,13,36.41688697,Other
344598,0,6400,53476,70157,CarProd,7,0,3,164.3154099,1,30,21.13798157,GOVERNMENT
185148,0,6400,81116,86148,TruckPr,8,0,0,262.1754261,0,11,42.06826818,GOVERNMENT
478220,0,6400,17491,63614,TruckPr,23,0,0,325.2993087,0,12,40.24440437,FLEET
434862,0,6400,65215,74332,TruckPr,9,,1,213.8321032,0,24,40.64461955,COMMERCIAL
913179,0,6400,62746,75016,CarProd,12,0,0,133.1015478,0,20,40.18812313,GOVERNMENT
180414,0,6400,76732,78084,TruckPr,8,0,0,109.1930214,0,26,37.96455432,Other
657208,0,6400,70035,78635,CarProd,3,0,0,147.0771635,0,31,31.20612976,FARMING
301950,0,6400,39687,51666,TruckPr,9,,,177.591354,,19,26.1209597,FLEET
924476,0,6400,51436,91284,CarProd,4,0,0,209.6428984,2,30,31.97197121,
376316,0,6400,44968,62747,TruckPr,0,1,,101.3914453,,12,36.60294734,Other
412836,0,6400,9113,46351,TruckPr,,0,0,202.2507958,0,11,45.11431939,INDUSTRIAL
371922,0,6400,28041,33438,CarProd,1,1,0,10.42564285,10,6,29.75370028,Other
169670,0,6400,57887,74776,TruckPr,3,0,1,126.3286437,0,22,28.75634543,COMMERCIAL
511808,0,6500,47949,53102,TruckPr,9,,,180.8412499,,19,27.83900666,FLEET
16984,0,6500,,37448,TruckPr,,,,333.2308999,,11,29.01198058,Other
125695,1,6500,60054,70434,TruckPr,1,0,0,127.0627016,2,21,37.80035293,Other
12889,0,6500,80739,97630,CarProd,1,,,,,,30.53126454,GOVERNMENT
549811,0,6500,63144,76754,TruckPr,2,0,2,129.0777116,0,23,29.05543313,COMMERCIAL
36785,0,6500,33639,37345,TruckPr,11,0,0,191.0756559,0,13,24.22731934,GOVERNMENT
149608,0,6500,78741,90599,CarProd,0,,,,,,29.19886067,GOVERNMENT
977264,0,6500,51724,87770,CarProd,4,0,0,209.3263116,4,29,30.3434486,
794658,1,6500,13600,,TruckPr,14,2,5,115.3666667,1,16,,Other
261058,1,6500,48000,61000,CarProd,1,1,0,97.2997561,6,38,,Other
481335,1,6500,65000,80400,CarProd,15,0,0,224.8666667,0,13,,Other
569745,0,6500,22789,35836,TruckPr,1,0,0,110.5666667,2,30,,FLEET
926447,0,6500,75113,115900,TruckPr,29,0,0,332.7333333,2,38,,FLEET
580552,0,6500,55000,88300,TruckPr,29,0,0,234.4,1,17,,FLEET
598951,0,6500,60000,70000,CarProd,9,0,0,54.76666667,2,24,,GOVERNMENT
159815,0,6500,70300,107500,CarProd,1,0,0,242.4666667,1,38,,FLEET
558123,1,6500,96314,105800,TruckPr,27,0,0,475.8,2,40,,GOVERNMENT
242878,0,6500,81145,117530,TruckPr,29,0,0,327.2006385,1,38,34.34583769,FLEET
306204,0,6500,,70886,,,,,,,,23.47088075,
465958,1,6500,183860,208910,CarProd,4,6,0,86.45222694,6,29,69.8005248,GOVERNMENT
703920,0,6500,58689,72557,CarProd,0,0,1,94.00805286,2,18,34.89841307,Other
919178,0,6600,62380,89742,TruckPr,31,0,0,232.5272907,0,16,26.16049489,FLEET
131692,0,6600,74376,84855,CarProd,3,,,,,,20.02835351,
939602,0,6600,,48800,TruckPr,0,0,0,,0,0,12.21943615,
566460,0,6600,68733,81973,TruckPr,5,0,0,96.9776672,0,14,42.21104678,Other
60799,0,6600,40926,50486,TruckPr,10,,,179.8008681,,19,27.53237611,FLEET
220745,0,6600,95450,112630,TruckPr,23,0,0,122.8155841,0,12,36.77345872,FLEET
425178,0,6600,,46516,TruckPr,0,0,0,,0,0,14.84599073,
210318,0,6600,98415,126636,TruckPr,11,,,423.2096241,2,49,40.95709032,Other
796271,0,6700,,55396,,,,,,,,15.70399156,
591661,0,6700,55113,56486,TruckPr,4,0,0,84.41703046,0,17,23.64285383,Other
215795,1,6700,60301,70543,TruckPr,5,0,0,195.7808633,0,19,32.39759341,GOVERNMENT
317399,0,6700,,30544,CarProd,2,0,0,283.8972313,0,14,24.12045156,Other
180638,0,6700,49367,59609,TruckPr,6,0,0,99.30370078,0,17,25.23136638,Other
329256,0,6700,58741,68225,CarProd,9,0,3,173.5744163,1,31,23.58701323,GOVERNMENT
270694,1,6700,27510,42495,CarProd,2,0,2,171.5264892,3,27,41.42859751,Other
780672,1,6700,,81239,TruckPr,19,,,,,,40.8949317,Other
148795,0,6700,69773,83014,TruckPr,0,1,0,263.1734343,0,5,37.70699649,Other
200111,0,6700,51855,58084,TruckPr,21,0,0,193.7547457,0,19,19.5495717,FLEET
658285,0,6700,48430,64358,TruckPr,0,1,,108.3517475,,13,38.89419475,Other
959528,0,6700,29662,36195,TruckPr,1,0,0,112.1370807,1,30,38.52863281,FLEET
339064,0,6700,66587,70710,CarProd,9,1,0,43.92338263,1,24,39.73857627,GOVERNMENT
584472,1,6700,,20631,TruckPr,4,0,0,174.7218341,1,8,62.24645112,COMMERCIAL
926965,0,6700,54161,59714,TruckPr,20,0,0,209.2063004,0,20,20.20351771,FLEET
67628,0,6700,134616,155034,TruckPr,13,1,0,215.4224064,0,19,19.49387198,GOVERNMENT
849552,0,6800,136951,160306,TruckPr,11,0,0,219.7356734,1,18,20.8850935,GOVERNMENT
521940,0,6800,138691,160063,TruckPr,12,0,0,208.420843,0,19,19.33336736,GOVERNMENT
135266,0,6800,49809,65074,CarProd,7,,4,116.6327333,3,10,39.21502891,COMMERCIAL
763302,0,6800,78292,86959,CarProd,3,,,,,,18.92721164,
695743,0,6800,139578,154602,TruckPr,12,0,0,201.9608343,0,18,22.32582879,GOVERNMENT
118590,0,6800,57439,74816,TruckPr,2,0,2,126.3032351,0,22,27.11865353,COMMERCIAL
577311,0,6800,76074,88178,TruckPr,22,0,0,341.4650556,0,46,27.52324614,Other
203224,1,6800,31000,42000,CarProd,3.5,1,0,106.2666667,2,26,,COMMERCIAL
452829,0,6800,45150,57150,CarProd,4,0,1,94.33333333,3,12,,FLEET
484594,0,6800,56155,57912,TruckPr,21,0,0,206.3063213,0,20,21.79851308,FLEET
371569,1,6800,,27410,TruckPr,6,1,0,2.033333333,1,5,,COMMERCIAL
575173,0,6800,178559,247611,CarProd,,0,0,127.2341411,0,22,42.08390168,FARMING
595426,0,6800,,72310,TruckPr,1,0,0,48.81883648,0,3,40.78739323,FLEET
107167,0,6800,71666,99913,TruckPr,0,0,1,196.4649989,0,31,35.76160473,Other
392819,0,6800,75964,88754,CarProd,19,0,1,298.7004822,0,23,39.10750164,COMMERCIAL
25420,0,6900,75880,113612,CarProd,1,0,0,230.8055881,1,38,17.96588344,FLEET
472937,0,6900,70717,87466,TruckPr,2,0,0,112.5890607,0,15,41.4280899,Other
638804,0,6900,53776,51952,TruckPr,5,0,0,87.90011834,0,17,22.28699748,Other
839583,1,6900,53328,58088,CarProd,2,0,0,101.5319079,0,21,35.76405836,FARMING
669388,1,6900,5816,,TruckPr,23,0,2,67.8,1,18,,COMMERCIAL
334832,1,6900,57257,63752,CarProd,10,2,0,138.234778,0,22,38.37246088,Other
82807,1,6900,37055,83000,TruckPr,1,0,0,122.2666667,2,43,,FARMING
492210,0,6900,97662,110046,TruckPr,24,0,0,111.1233973,0,11,37.25315085,FLEET
701649,0,6900,49000,68280,CarProd,1,0,0,61.9,8,22,,Other
418681,0,6900,,57067,,,,,,,,14.37098595,
624931,0,6900,50387,68443,CarProd,7,,3,105.827329,2,10,40.71766885,COMMERCIAL
789854,0,6900,49932,66042,TruckPr,20,0,0,204.4845828,0,19,21.85549413,FLEET
290836,0,6900,51384,84689,CarProd,4,0,0,224.2470369,3,29,30.52615072,
300474,0,6900,,36191,TruckPr,,,,311.8698993,,12,30.79062077,Other
550437,0,7000,98779,124827,TruckPr,9,,,421.541928,1,49,40.82887293,Other
190044,0,7000,73873,111781,CarProd,0,0,0,231.7999135,0,38,19.27357946,FLEET
262370,0,7000,74795,99149,TruckPr,1,0,1,175.5714428,0,32,34.44966467,Other
422499,0,7000,,47462,TruckPr,,,,102.6573271,,9,36.09407143,Other
336963,0,7000,78284,98214,TruckPr,0,0,1,171.8383862,0,31,36.24796303,Other
963534,0,7000,58128,93740,TruckPr,5,0,0,213.3630277,2,24,34.47530193,GOVERNMENT
822503,0,7000,81335,81018,TruckPr,22,0,0,341.6105761,1,47,27.76729977,Other
808170,0,7000,52287,87972,TruckPr,7,0,0,211.2844132,1,24,33.46140225,GOVERNMENT
575184,0,7000,58339,72432,TruckPr,10,,1,197.3383979,0,24,39.84308734,COMMERCIAL
602471,0,7000,46238,66842,CarProd,4,0,0,90.38040908,3,11,36.30952679,FLEET
25892,1,7000,142251,157250,TruckPr,5,0,0,87.83333333,4,21,,Other
928084,1,7000,19894,32500,CarProd,4,0,0,134.7,1,16,,Other
323333,1,7000,27290,63500,TruckPr,6,,,,,,,FLEET
652343,1,7000,18000,46520,TruckPr,17,0,1,183.1,0,23,,FLEET
209919,1,7000,66000,86300,CarProd,3,1,1,242.4333333,0,8,,Other
754060,1,7000,46000,66660,CarProd,1,0,1,138.2333333,0,9,,FLEET
344068,0,7000,120000,175450,CarProd,8,0,0,219.1666667,1,20,,Other
131854,0,7000,58843,75300,TruckPr,1.5,0,0,103.6666667,0,7,,Other
614698,0,7000,7000,31200,CarProd,5,0,0,265.0666667,0,12,,Other
513872,0,7000,29000,49000,CarProd,11,0,0,234.4,1,32,,Other
110963,0,7000,5768,26600,,,,,,,,,
590364,0,7000,56636,76353,TruckPr,15,0,0,229.3,1,36,,Other
564997,0,7000,55000,63000,TruckPr,5,0,0,84.73333333,3,20,,Other
304326,0,7000,46225,59000,CarProd,16,0,4,219.1333333,0,37,,Other
978598,1,7000,53194,81150,TruckPr,14,7,0,183.6333333,2,28,,GOVERNMENT
63087,1,7000,83000,97635,TruckPr,5.6,3,0,141,0,10,,Other
774744,1,7000,138841,160000,CarProd,11,8,0,86.2,2,36,,COMMERCIAL
663782,1,7000,38800,53500,TruckPr,15,0,0,96.36666667,0,18,,GOVERNMENT
839002,1,7000,25000,49840,CarProd,0.6,0,0,139,0,13,,FLEET
123534,1,7000,18000,25000,CarProd,6.5,1,0,205.9666667,1,19,,Other
906596,1,7000,74500,81600,TruckPr,2,2,0,340.9,0,29,,GOVERNMENT
461377,1,7000,64300,119500,TruckPr,1,1,0,54.83333333,0,8,,Other
398584,0,7000,64255,68389,TruckPr,4,0,0,80.15243091,2,19,40.56186054,Other
30112,1,7000,,96783,TruckPr,20,,,,,,40.73031534,Other
248170,0,7000,129959,161301,TruckPr,11,0,0,209.9862995,0,18,21.91795226,GOVERNMENT
255756,0,7000,58114,93391,TruckPr,6,0,0,200.0777551,1,24,31.73651179,GOVERNMENT
113481,0,7000,16047,67750,TruckPr,21,0,0,315.3214527,0,12,38.6936558,FLEET
531377,1,7100,39000,55000,,12,0,1,192.7666667,2,31,,Other
920456,1,7100,54000,74800,CarProd,7.5,1,1,71,4,18,,COMMERCIAL
35366,0,7100,,74753,TruckPr,2,0,0,48.85464465,0,4,41.3025469,FLEET
649413,0,7100,98490,114457,TruckPr,23,0,0,116.1000871,0,11,35.60189425,FLEET
391619,0,7100,54700,68500,CarProd,19,0,0,155.2,1,12,,
55047,0,7100,,40185,TruckPr,3,0,0,272.9226847,1,25,41.91689953,Other
264799,0,7100,25896,33580,CarProd,1,0,0,29.85636517,9,7,28.27147416,Other
149264,0,7100,120176,180104,CarProd,8,0,0,221.6073242,0,18,32.67435897,Other
589672,0,7100,58639,72412,CarProd,14,0,0,120.0334646,0,20,43.67874666,GOVERNMENT
517819,0,7100,57863,70969,CarProd,0,0,0,65.87204481,7,21,26.82949019,Other
827859,0,7100,64850,76985,TruckPr,0,0,0,108.2171898,0,7,36.33755756,Other
11980,0,7100,53273,54378,TruckPr,5,0,0,84.83724997,0,17,22.86119965,Other
598395,1,7200,54600,65000,CarProd,14,2,1,98.43333333,11,9,,Other
876093,0,7200,62329,78007,CarProd,8,0,0,55.35880309,1,23,38.64027711,GOVERNMENT
720949,0,7200,57912,84806,TruckPr,15,0,0,241.5142498,0,35,35.06267566,Other
607138,0,7200,98691,115750,TruckPr,22,0,0,118.0001423,0,11,37.72035861,FLEET
737507,0,7200,79946,113807,CarProd,1,0,0,238.458825,0,37,18.61728869,FLEET
779755,0,7200,36264,48240,CarProd,15,0,0,82.16666667,0,12,,Other
659809,1,7200,46000,67000,CarProd,24,0,0,142,1,14,,Other
350465,1,7200,43705,50000,CarProd,9,0,2,235.3666667,6,16,,Other
222040,0,7200,,38061,TruckPr,,,,299.7527261,,12,31.88003318,Other
501677,1,7200,15637,39660,TruckPr,6,0,1,354.2397634,3,42,33.62413345,INDUSTRIAL
228254,0,7200,,74610,TruckPr,1,0,0,40.18213482,0,3,37.94125377,FLEET
160689,0,7200,71667,117325,CarProd,0,0,1,241.0560781,1,38,18.51055133,FLEET
144974,1,7200,,76723,TruckPr,10,0,0,70.19389019,0,11,41.25070626,Other
335145,0,7200,71509,86484,CarProd,4,,,,,,20.09904978,
239181,0,7200,22832,31666,CarProd,0,0,0,38.00326685,9,7,28.29568112,Other
635110,1,7300,58671,87975,TruckPr,3,0,0,74.06666667,1,16,,COMMERCIAL
538096,1,7300,60890,75785,CarProd,6,0,1,45.96666667,0,13,,Other
640533,1,7300,28500,42050,TruckPr,3,,,,,,,Other
973120,1,7300,60971.32,77375,CarProd,2,,,,,,,Other
655857,0,7300,131000,197500,CarProd,1.5,0,0,68.03333333,2,23,,GOVERNMENT
279206,0,7300,55456,86766,TruckPr,6,0,0,240.0567715,2,23,31.7246985,GOVERNMENT
550458,0,7300,60973,79443,TruckPr,14,0,0,239.6202977,1,36,36.72713636,Other
389295,0,7300,93428,118184,TruckPr,10,,,411.9520505,1,50,40.39647435,Other
941528,0,7300,49064,64225,CarProd,6,,4,106.3759993,1,10,40.05191523,COMMERCIAL
302296,0,7300,139348,205981,CarProd,1,0,0,60.42476076,2,22,36.81229063,GOVERNMENT
190124,0,7400,32832,50798,CarProd,10,0,0,221.3384208,1,31,36.00942149,Other
902986,0,7400,75311,89905,CarProd,0,,,,,,27.20199961,GOVERNMENT
234410,1,7400,2063,100448,TruckPr,,0,0,96.13333333,0,14,,Other
229293,0,7400,,44651,TruckPr,2,0,0,271.9181691,0,25,42.9300431,Other
675374,0,7400,138033,163162,TruckPr,11,0,0,224.8470425,0,19,21.05757402,GOVERNMENT
268753,0,7400,88288,119677,TruckPr,5,0,0,194.37214,1,27,26.64608364,GOVERNMENT
157077,0,7400,75547,93839,CarProd,0,,,,,,28.16183185,GOVERNMENT
625210,0,7400,48924,86612,CarProd,4,0,0,207.7684144,4,30,29.93791783,
909878,0,7400,73985,114849,CarProd,0,0,0,238.5863034,1,38,18.42136986,FLEET
132113,0,7400,,54138,TruckPr,1,0,0,,0,0,12.21967996,
668161,0,7400,51974,59323,TruckPr,4,0,0,83.34671188,0,18,23.39763463,Other
704195,0,7400,56596,72861,TruckPr,3,0,1,141.9621493,0,23,28.30024564,COMMERCIAL
767465,1,7400,71576,89068,CarProd,0,0,0,94.78223069,0,17,42.803422,FARMING
500196,0,7400,65032,83184,TruckPr,15,0,0,230.4202559,1,35,35.41511292,Other
927147,0,7400,72739,91425,CarProd,3.5,0,0,128.8333333,0,26,,GOVERNMENT
873010,0,7400,82412,91326,CarProd,19,0,1,316.9470825,1,24,37.90875019,COMMERCIAL
31246,1,7500,,51610,TruckPr,4,0,3,158.2666667,2,18,,GOVERNMENT
601256,0,7500,45864,57799,CarProd,7,,0,65.57119786,,16,33.86574535,
786980,1,7500,57340,80000,CarProd,4,0,5,86.23333333,3,14,,GOVERNMENT
88168,0,7500,47518,60252,CarProd,16,0,3,220.6249839,0,37,26.71153647,Other
464608,0,7500,63573,80601,TruckPr,4,0,0,111.4351899,0,14,41.77344662,Other
55865,1,7500,32070,36811,CarProd,1,1,0,228.0360001,0,6,30.16221411,Other
680407,0,7500,44744,60518,CarProd,6,,0,79.41122999,,16,34.39744173,
568720,0,7500,,49804,,,,,,,,12.39123504,
27821,0,7500,72097,69408,TruckPr,4,1,0,155.3919622,1,23,41.60098336,FARMING
441808,0,7500,84479,104571,CarProd,23,0,0,47.83285134,3,14,33.07501037,GOVERNMENT
514514,0,7500,88056,104794,CarProd,25,0,0,56.75011314,2,14,30.53890697,GOVERNMENT
527243,0,7500,11358,36892,CarProd,5,0,0,286.9228238,0,11,23.06292573,Other
888372,1,7500,59000,72000,TruckPr,5,0,3,295.8666667,0,19,,FLEET
531796,1,7500,,,TruckPr,21,,,158.9,1,21,,Other
25301,1,7500,35945,49750,TruckPr,3,0,0,122.0666667,0,23,,Other
670706,1,7500,18400,29375,CarProd,6,1,0,147.1,0,9,,Other
344940,1,7500,63500,86125,TruckPr,5,0,0,136.1,0,8,,Other
400199,1,7500,33600,50125,CarProd,2,0,0,146.9333333,0,18,,Other
844901,1,7500,57800,109600,CarProd,4,0,1,124.1333333,1,18,,COMMERCIAL
133590,1,7500,,40150,TruckPr,5,0,0,,1,0,,Other
857113,1,7500,80440,72920,TruckPr,8,0,1,201.5,0,24,,COMMERCIAL
49371,1,7500,60000,87830,TruckPr,5,0,0,153.2666667,2,16,,Other
105055,1,7500,126000,151380,TruckPr,18,0,2,75.66666667,1,13,,GOVERNMENT
342477,0,7500,40936,50900,CarProd,10,1,0,115.6,1,26,,
466261,0,7500,,26850,TruckPr,20,0,0,185.6333333,1,16,,FLEET
649055,0,7500,49100,85650,TruckPr,18,0,0,178.3346667,0,29,,Other
619671,1,7500,,71799,TruckPr,4,0,3,177.5,0,22,,COMMERCIAL
94524,1,7500,39600,42000,CarProd,1,0,0,47.7,1,15,,INDUSTRIAL
503695,1,7500,42077,91676,TruckPr,5.5,1,4,344.9,1,30,,FLEET
814938,1,7500,42721,67000,CarProd,15,1,3,126.7666667,2,23,,Other
375445,1,7500,,,TruckPr,20,,,157.3284228,0,20,,Other
325703,1,7500,12115,35910,TruckPr,13,3,6,234.9007508,0,24,24.66227667,FLEET
782473,0,7500,67778,83368,CarProd,15,0,0,227.2920898,0,17,24.09177036,GOVERNMENT
768720,0,7500,60192,76475,CarProd,8,0,0,60.50362521,2,24,39.28051238,GOVERNMENT
28376,0,7500,57213,92458,TruckPr,28,0,0,243.1571192,1,16,23.99235335,FLEET
457575,1,7500,50000,80000,TruckPr,9,,5,299.5666667,2,18,,Other
976300,0,7600,133475,203936,CarProd,1,0,0,87.45287008,2,23,37.00596784,GOVERNMENT
182657,0,7600,77518,83727,CarProd,4,,,,,,22.65514029,
150642,0,7600,48829,62357,CarProd,3,0,1,92.94135782,2,12,35.67227361,FLEET
799640,0,7600,58622,77726,TruckPr,15,0,0,249.6337607,2,36,34.88206644,Other
93497,0,7600,,28593,TruckPr,20,0,0,180.1689373,0,16,35.58340317,FLEET
144233,0,7600,49926,58588,CarProd,5,,1,64.66010695,,16,35.05189677,
33688,0,7600,80900,99525,CarProd,2,0,0,135.6401964,0,26,34.77708943,GOVERNMENT
62136,0,7600,,40341,TruckPr,3,0,0,265.0204754,1,25,43.30010531,Other
137443,0,7700,14776,32287,,,,,,,,34.88046232,
113687,0,7700,32243,36369,TruckPr,12,0,0,180.4157867,0,13,21.72081838,GOVERNMENT
887835,0,7700,53377,86018,TruckPr,16,0,0,187.1940112,0,28,24.21765848,Other
30298,0,7700,56622,70136,CarProd,7,,4,120.7645092,1,11,38.13234577,COMMERCIAL
178038,0,7700,35100,45000,CarProd,10,0,0,206.9666667,1,23,,FLEET
459698,0,7700,,67350,,,,,,,,,
468336,0,7700,70451,81862,CarProd,3,0,0,141.2686711,0,31,31.68194302,FARMING
496023,0,7700,20887,26958,CarProd,0,0,0,17.4607499,10,6,30.23350474,Other
665428,1,7700,14589,33100,CarProd,3,0,7,122.0666667,0,22,,Other
82990,0,7700,76056,83643,TruckPr,22,0,0,353.1956285,0,47,28.54452887,Other
379786,0,7700,,68131,TruckPr,1,0,0,56.60990629,0,3,40.49982045,FLEET
279807,0,7700,51045,91068,TruckPr,20,0,0,179.2409356,0,28,27.23109397,Other
358842,0,7800,44000,57500,CarProd,11,0,0,95.36666667,0,23,,Other
909312,1,7800,,11702,TruckPr,0,0,0,44.62959157,2,7,21.27178537,Other
356987,0,7800,58399,65945,CarProd,1,0,1,106.6313416,2,18,37.02476444,Other
583858,0,7800,42802,52422,TruckPr,8,,,193.0814529,,18,26.49587929,FLEET
766802,0,7800,58364,66688,CarProd,3,0,2,114.512158,3,18,37.92927387,Other
511950,0,7800,64503,85608,TruckPr,12,0,0,235.4853772,0,35,34.42324885,Other
428265,0,7800,69662,80498,TruckPr,4,0,0,100.428331,0,14,42.80734195,Other
227089,0,7800,45391,61743,CarProd,12,0,0,105.0875938,0,22,36.70541274,Other
722825,0,7800,48200,59000,CarProd,23,0,0,274.9666667,3,29,,Other
701430,0,7800,55000,62800,TruckPr,6,0,0,123.0333333,0,34,,Other
309645,0,7800,38506,50309,CarProd,11,0,0,231.0011955,0,32,35.90611585,Other
349942,0,7800,55394,63567,CarProd,23,0,0,262.0143577,2,29,38.98393849,Other
419767,0,7800,,30320,CarProd,2,0,0,295.1134207,0,13,23.24567301,Other
556217,0,7800,109000,123500,CarProd,6,0,1,174.4666667,0,19,,INDUSTRIAL
29290,0,7800,53243,95065,TruckPr,7,0,0,220.8024443,2,24,31.82762682,GOVERNMENT
139846,1,7900,67222,75189,TruckPr,4,0,0,95.67687269,0,23,36.97971203,Other
399992,0,7900,44682,57285,CarProd,7,1,0,110.0718569,1,25,25.40901671,
822948,0,7900,44690,45841,CarProd,10,0,0,185.6215923,0,22,32.28572409,FLEET
899832,1,7900,126919,166566,TruckPr,10,,,,,,,COMMERCIAL
497916,0,7900,40827,55757,CarProd,14,0,0,87.60346244,0,11,31.8505639,Other
47319,0,7900,,31602,TruckPr,20,0,0,192.1211081,0,15,35.58605153,FLEET
696371,0,7900,,67081,TruckPr,1,0,0,59.08154143,0,4,41.07787822,FLEET
801117,0,7900,,71519,TruckPr,0,0,0,55.87386022,0,4,38.3750913,FLEET
825389,0,7900,77221,95316,CarProd,4,0,0,116.3094934,0,25,35.42979658,GOVERNMENT
494556,0,7900,,35422,TruckPr,19,0,0,184.3900292,0,15,37.83671487,FLEET
245421,0,7900,42400,53000,CarProd,2,0,1,95.36666667,0,20,,Other
192617,1,7900,55383,70020,CarProd,12,2,0,80.7789415,10,8,44.85897732,Other
659640,0,7900,,37125,TruckPr,,,,285.1110151,,12,29.41354976,Other
712189,0,7900,78532,122952,TruckPr,29,0,0,332.6450474,1,37,35.31155263,FLEET
704118,0,7900,,75462,,,,,,,,23.34502168,
849310,0,7900,41935,53543,CarProd,8,0,0,203.54461,1,22,31.4916868,FLEET
912673,0,8000,53000,65960,TruckPr,7.5,0,0,132.5666667,0,17,,Other
